comparison_type,model_source,layer,emotion_or_group,estimate_name,cosine,explained_fraction,ci_low,ci_high,p_value,q_value,max_stat_p_value,null_p95,reliability,pca_status,effective_rank,condition_number,gate_passed,confirmatory,notes,stability
cross_model_stability,cross_model,40,content,reliability,,,,,,,,,0.9920078439195472,raw,,,True,True,aligned versus misaligned full emotion direction,0.9920078439195472
cross_model_stability,cross_model,41,content,reliability,,,,,,,,,0.9918281114146572,raw,,,True,True,aligned versus misaligned full emotion direction,0.9918281114146572
cross_model_stability,cross_model,42,content,reliability,,,,,,,,,0.9920836582942962,raw,,,True,True,aligned versus misaligned full emotion direction,0.9920836582942962
cross_model_stability,cross_model,43,content,reliability,,,,,,,,,0.9923888489837648,raw,,,True,True,aligned versus misaligned full emotion direction,0.9923888489837648
cross_model_stability,cross_model,44,content,reliability,,,,,,,,,0.9926691022090777,raw,,,True,True,aligned versus misaligned full emotion direction,0.9926691022090777
cross_model_stability,cross_model,45,content,reliability,,,,,,,,,0.9924889896957708,raw,,,True,True,aligned versus misaligned full emotion direction,0.9924889896957708
cross_model_stability,cross_model,46,content,reliability,,,,,,,,,0.9937483193406469,raw,,,True,True,aligned versus misaligned full emotion direction,0.9937483193406469
cross_model_stability,cross_model,47,content,reliability,,,,,,,,,0.9953890966224331,raw,,,True,True,aligned versus misaligned full emotion direction,0.9953890966224331
cross_model_stability,cross_model,0,enthusiastic,reliability,,,,,,,,,0.9998056780709922,raw,,,True,True,aligned versus misaligned full emotion direction,0.9998056780709922
cross_model_stability,cross_model,1,enthusiastic,reliability,,,,,,,,,0.9997578269765103,raw,,,True,True,aligned versus misaligned full emotion direction,0.9997578269765103
cross_model_stability,cross_model,2,enthusiastic,reliability,,,,,,,,,0.9996012605332508,raw,,,True,True,aligned versus misaligned full emotion direction,0.9996012605332508
cross_model_stability,cross_model,3,enthusiastic,reliability,,,,,,,,,0.9995061368709719,raw,,,True,True,aligned versus misaligned full emotion direction,0.9995061368709719
cross_model_stability,cross_model,4,enthusiastic,reliability,,,,,,,,,0.9993959384395579,raw,,,True,True,aligned versus misaligned full emotion direction,0.9993959384395579
cross_model_stability,cross_model,5,enthusiastic,reliability,,,,,,,,,0.9989718920815663,raw,,,True,True,aligned versus misaligned full emotion direction,0.9989718920815663
cross_model_stability,cross_model,6,enthusiastic,reliability,,,,,,,,,0.9982756753968407,raw,,,True,True,aligned versus misaligned full emotion direction,0.9982756753968407
cross_model_stability,cross_model,7,enthusiastic,reliability,,,,,,,,,0.9982535380116864,raw,,,True,True,aligned versus misaligned full emotion direction,0.9982535380116864
cross_model_stability,cross_model,8,enthusiastic,reliability,,,,,,,,,0.9978297962392414,raw,,,True,True,aligned versus misaligned full emotion direction,0.9978297962392414
cross_model_stability,cross_model,9,enthusiastic,reliability,,,,,,,,,0.9971939648824345,raw,,,True,True,aligned versus misaligned full emotion direction,0.9971939648824345
cross_model_stability,cross_model,10,enthusiastic,reliability,,,,,,,,,0.9962185191970601,raw,,,True,True,aligned versus misaligned full emotion direction,0.9962185191970601
cross_model_stability,cross_model,11,enthusiastic,reliability,,,,,,,,,0.9963184303798929,raw,,,True,True,aligned versus misaligned full emotion direction,0.9963184303798929
cross_model_stability,cross_model,12,enthusiastic,reliability,,,,,,,,,0.9966279182772944,raw,,,True,True,aligned versus misaligned full emotion direction,0.9966279182772944
cross_model_stability,cross_model,13,enthusiastic,reliability,,,,,,,,,0.9972604526346517,raw,,,True,True,aligned versus misaligned full emotion direction,0.9972604526346517
cross_model_stability,cross_model,14,enthusiastic,reliability,,,,,,,,,0.9974869552017941,raw,,,True,True,aligned versus misaligned full emotion direction,0.9974869552017941
cross_model_stability,cross_model,15,enthusiastic,reliability,,,,,,,,,0.9979225023520244,raw,,,True,True,aligned versus misaligned full emotion direction,0.9979225023520244
cross_model_stability,cross_model,16,enthusiastic,reliability,,,,,,,,,0.9978949555137437,raw,,,True,True,aligned versus misaligned full emotion direction,0.9978949555137437
cross_model_stability,cross_model,17,enthusiastic,reliability,,,,,,,,,0.9980082305075962,raw,,,True,True,aligned versus misaligned full emotion direction,0.9980082305075962
cross_model_stability,cross_model,18,enthusiastic,reliability,,,,,,,,,0.9978551125798872,raw,,,True,True,aligned versus misaligned full emotion direction,0.9978551125798872
cross_model_stability,cross_model,19,enthusiastic,reliability,,,,,,,,,0.9977440533517127,raw,,,True,True,aligned versus misaligned full emotion direction,0.9977440533517127
cross_model_stability,cross_model,20,enthusiastic,reliability,,,,,,,,,0.9977632223320213,raw,,,True,True,aligned versus misaligned full emotion direction,0.9977632223320213
cross_model_stability,cross_model,21,enthusiastic,reliability,,,,,,,,,0.9976222711992289,raw,,,True,True,aligned versus misaligned full emotion direction,0.9976222711992289
cross_model_stability,cross_model,22,enthusiastic,reliability,,,,,,,,,0.9973064928558225,raw,,,True,True,aligned versus misaligned full emotion direction,0.9973064928558225
cross_model_stability,cross_model,23,enthusiastic,reliability,,,,,,,,,0.9970491588568915,raw,,,True,True,aligned versus misaligned full emotion direction,0.9970491588568915
cross_model_stability,cross_model,24,enthusiastic,reliability,,,,,,,,,0.9964066982975694,raw,,,True,True,aligned versus misaligned full emotion direction,0.9964066982975694
cross_model_stability,cross_model,25,enthusiastic,reliability,,,,,,,,,0.9963761604299023,raw,,,True,True,aligned versus misaligned full emotion direction,0.9963761604299023
cross_model_stability,cross_model,26,enthusiastic,reliability,,,,,,,,,0.9947118546731358,raw,,,True,True,aligned versus misaligned full emotion direction,0.9947118546731358
cross_model_stability,cross_model,27,enthusiastic,reliability,,,,,,,,,0.994195443060521,raw,,,True,True,aligned versus misaligned full emotion direction,0.994195443060521
cross_model_stability,cross_model,28,enthusiastic,reliability,,,,,,,,,0.9925200252851323,raw,,,True,True,aligned versus misaligned full emotion direction,0.9925200252851323
cross_model_stability,cross_model,29,enthusiastic,reliability,,,,,,,,,0.9915605034440078,raw,,,True,True,aligned versus misaligned full emotion direction,0.9915605034440078
cross_model_stability,cross_model,30,enthusiastic,reliability,,,,,,,,,0.9907913353863886,raw,,,True,True,aligned versus misaligned full emotion direction,0.9907913353863886
cross_model_stability,cross_model,31,enthusiastic,reliability,,,,,,,,,0.9924549863165988,raw,,,True,True,aligned versus misaligned full emotion direction,0.9924549863165988
cross_model_stability,cross_model,32,enthusiastic,reliability,,,,,,,,,0.9922519171938148,raw,,,True,True,aligned versus misaligned full emotion direction,0.9922519171938148
cross_model_stability,cross_model,33,enthusiastic,reliability,,,,,,,,,0.9930823785805148,raw,,,True,True,aligned versus misaligned full emotion direction,0.9930823785805148
cross_model_stability,cross_model,34,enthusiastic,reliability,,,,,,,,,0.9934876991900417,raw,,,True,True,aligned versus misaligned full emotion direction,0.9934876991900417
cross_model_stability,cross_model,35,enthusiastic,reliability,,,,,,,,,0.9937373928514478,raw,,,True,True,aligned versus misaligned full emotion direction,0.9937373928514478
cross_model_stability,cross_model,36,enthusiastic,reliability,,,,,,,,,0.9924379479256467,raw,,,True,True,aligned versus misaligned full emotion direction,0.9924379479256467
cross_model_stability,cross_model,37,enthusiastic,reliability,,,,,,,,,0.9922769953276411,raw,,,True,True,aligned versus misaligned full emotion direction,0.9922769953276411
cross_model_stability,cross_model,38,enthusiastic,reliability,,,,,,,,,0.992422065436471,raw,,,True,True,aligned versus misaligned full emotion direction,0.992422065436471
cross_model_stability,cross_model,39,enthusiastic,reliability,,,,,,,,,0.9926316312096213,raw,,,True,True,aligned versus misaligned full emotion direction,0.9926316312096213
cross_model_stability,cross_model,40,enthusiastic,reliability,,,,,,,,,0.9929426578628645,raw,,,True,True,aligned versus misaligned full emotion direction,0.9929426578628645
cross_model_stability,cross_model,41,enthusiastic,reliability,,,,,,,,,0.99293594657621,raw,,,True,True,aligned versus misaligned full emotion direction,0.99293594657621
cross_model_stability,cross_model,42,enthusiastic,reliability,,,,,,,,,0.9925029405355876,raw,,,True,True,aligned versus misaligned full emotion direction,0.9925029405355876
cross_model_stability,cross_model,43,enthusiastic,reliability,,,,,,,,,0.9925134252122884,raw,,,True,True,aligned versus misaligned full emotion direction,0.9925134252122884
cross_model_stability,cross_model,44,enthusiastic,reliability,,,,,,,,,0.9924665574635629,raw,,,True,True,aligned versus misaligned full emotion direction,0.9924665574635629
cross_model_stability,cross_model,45,enthusiastic,reliability,,,,,,,,,0.9919309658475837,raw,,,True,True,aligned versus misaligned full emotion direction,0.9919309658475837
cross_model_stability,cross_model,46,enthusiastic,reliability,,,,,,,,,0.992794646432096,raw,,,True,True,aligned versus misaligned full emotion direction,0.992794646432096
cross_model_stability,cross_model,47,enthusiastic,reliability,,,,,,,,,0.9948098466545489,raw,,,True,True,aligned versus misaligned full emotion direction,0.9948098466545489
cross_model_stability,cross_model,0,excited,reliability,,,,,,,,,0.9998457949953121,raw,,,True,True,aligned versus misaligned full emotion direction,0.9998457949953121
cross_model_stability,cross_model,1,excited,reliability,,,,,,,,,0.9998139545405872,raw,,,True,True,aligned versus misaligned full emotion direction,0.9998139545405872
cross_model_stability,cross_model,2,excited,reliability,,,,,,,,,0.9997376035045886,raw,,,True,True,aligned versus misaligned full emotion direction,0.9997376035045886
cross_model_stability,cross_model,3,excited,reliability,,,,,,,,,0.9996308530742364,raw,,,True,True,aligned versus misaligned full emotion direction,0.9996308530742364
cross_model_stability,cross_model,4,excited,reliability,,,,,,,,,0.9995402342042705,raw,,,True,True,aligned versus misaligned full emotion direction,0.9995402342042705
cross_model_stability,cross_model,5,excited,reliability,,,,,,,,,0.9993140621950112,raw,,,True,True,aligned versus misaligned full emotion direction,0.9993140621950112
cross_model_stability,cross_model,6,excited,reliability,,,,,,,,,0.9991046140473819,raw,,,True,True,aligned versus misaligned full emotion direction,0.9991046140473819
cross_model_stability,cross_model,7,excited,reliability,,,,,,,,,0.9990063710548516,raw,,,True,True,aligned versus misaligned full emotion direction,0.9990063710548516
cross_model_stability,cross_model,8,excited,reliability,,,,,,,,,0.9985309007953008,raw,,,True,True,aligned versus misaligned full emotion direction,0.9985309007953008
cross_model_stability,cross_model,9,excited,reliability,,,,,,,,,0.9981164311915729,raw,,,True,True,aligned versus misaligned full emotion direction,0.9981164311915729
cross_model_stability,cross_model,10,excited,reliability,,,,,,,,,0.9959447326845682,raw,,,True,True,aligned versus misaligned full emotion direction,0.9959447326845682
cross_model_stability,cross_model,11,excited,reliability,,,,,,,,,0.995765913225347,raw,,,True,True,aligned versus misaligned full emotion direction,0.995765913225347
cross_model_stability,cross_model,12,excited,reliability,,,,,,,,,0.9953905546597481,raw,,,True,True,aligned versus misaligned full emotion direction,0.9953905546597481
cross_model_stability,cross_model,13,excited,reliability,,,,,,,,,0.9957772796368167,raw,,,True,True,aligned versus misaligned full emotion direction,0.9957772796368167
cross_model_stability,cross_model,14,excited,reliability,,,,,,,,,0.9953047540065453,raw,,,True,True,aligned versus misaligned full emotion direction,0.9953047540065453
cross_model_stability,cross_model,15,excited,reliability,,,,,,,,,0.9964945623280682,raw,,,True,True,aligned versus misaligned full emotion direction,0.9964945623280682
cross_model_stability,cross_model,16,excited,reliability,,,,,,,,,0.9970355771380255,raw,,,True,True,aligned versus misaligned full emotion direction,0.9970355771380255
cross_model_stability,cross_model,17,excited,reliability,,,,,,,,,0.997152289314901,raw,,,True,True,aligned versus misaligned full emotion direction,0.997152289314901
cross_model_stability,cross_model,18,excited,reliability,,,,,,,,,0.9965266120704168,raw,,,True,True,aligned versus misaligned full emotion direction,0.9965266120704168
cross_model_stability,cross_model,19,excited,reliability,,,,,,,,,0.9963124205233663,raw,,,True,True,aligned versus misaligned full emotion direction,0.9963124205233663
cross_model_stability,cross_model,20,excited,reliability,,,,,,,,,0.9961354993631173,raw,,,True,True,aligned versus misaligned full emotion direction,0.9961354993631173
cross_model_stability,cross_model,21,excited,reliability,,,,,,,,,0.9963988084291835,raw,,,True,True,aligned versus misaligned full emotion direction,0.9963988084291835
cross_model_stability,cross_model,22,excited,reliability,,,,,,,,,0.9959666032528386,raw,,,True,True,aligned versus misaligned full emotion direction,0.9959666032528386
cross_model_stability,cross_model,23,excited,reliability,,,,,,,,,0.9964226253525542,raw,,,True,True,aligned versus misaligned full emotion direction,0.9964226253525542
cross_model_stability,cross_model,24,excited,reliability,,,,,,,,,0.996719351219046,raw,,,True,True,aligned versus misaligned full emotion direction,0.996719351219046
cross_model_stability,cross_model,25,excited,reliability,,,,,,,,,0.9968882329385361,raw,,,True,True,aligned versus misaligned full emotion direction,0.9968882329385361
cross_model_stability,cross_model,26,excited,reliability,,,,,,,,,0.99586685574891,raw,,,True,True,aligned versus misaligned full emotion direction,0.99586685574891
cross_model_stability,cross_model,27,excited,reliability,,,,,,,,,0.99538147137744,raw,,,True,True,aligned versus misaligned full emotion direction,0.99538147137744
cross_model_stability,cross_model,28,excited,reliability,,,,,,,,,0.994714084189429,raw,,,True,True,aligned versus misaligned full emotion direction,0.994714084189429
cross_model_stability,cross_model,29,excited,reliability,,,,,,,,,0.9941422260840808,raw,,,True,True,aligned versus misaligned full emotion direction,0.9941422260840808
cross_model_stability,cross_model,30,excited,reliability,,,,,,,,,0.9941125341868735,raw,,,True,True,aligned versus misaligned full emotion direction,0.9941125341868735
cross_model_stability,cross_model,31,excited,reliability,,,,,,,,,0.9949496929552897,raw,,,True,True,aligned versus misaligned full emotion direction,0.9949496929552897
cross_model_stability,cross_model,32,excited,reliability,,,,,,,,,0.9948456977834874,raw,,,True,True,aligned versus misaligned full emotion direction,0.9948456977834874
cross_model_stability,cross_model,33,excited,reliability,,,,,,,,,0.995193796361921,raw,,,True,True,aligned versus misaligned full emotion direction,0.995193796361921
cross_model_stability,cross_model,34,excited,reliability,,,,,,,,,0.9952465104028886,raw,,,True,True,aligned versus misaligned full emotion direction,0.9952465104028886
cross_model_stability,cross_model,35,excited,reliability,,,,,,,,,0.9956719459060991,raw,,,True,True,aligned versus misaligned full emotion direction,0.9956719459060991
cross_model_stability,cross_model,36,excited,reliability,,,,,,,,,0.9943349422336657,raw,,,True,True,aligned versus misaligned full emotion direction,0.9943349422336657
cross_model_stability,cross_model,37,excited,reliability,,,,,,,,,0.9938725098269435,raw,,,True,True,aligned versus misaligned full emotion direction,0.9938725098269435
cross_model_stability,cross_model,38,excited,reliability,,,,,,,,,0.99412984349874,raw,,,True,True,aligned versus misaligned full emotion direction,0.99412984349874
cross_model_stability,cross_model,39,excited,reliability,,,,,,,,,0.9938792813800285,raw,,,True,True,aligned versus misaligned full emotion direction,0.9938792813800285
cross_model_stability,cross_model,40,excited,reliability,,,,,,,,,0.9940125349733505,raw,,,True,True,aligned versus misaligned full emotion direction,0.9940125349733505
cross_model_stability,cross_model,41,excited,reliability,,,,,,,,,0.9939358605224532,raw,,,True,True,aligned versus misaligned full emotion direction,0.9939358605224532
cross_model_stability,cross_model,42,excited,reliability,,,,,,,,,0.9938515036169526,raw,,,True,True,aligned versus misaligned full emotion direction,0.9938515036169526
cross_model_stability,cross_model,43,excited,reliability,,,,,,,,,0.994079587525755,raw,,,True,True,aligned versus misaligned full emotion direction,0.994079587525755
cross_model_stability,cross_model,44,excited,reliability,,,,,,,,,0.993912911011922,raw,,,True,True,aligned versus misaligned full emotion direction,0.993912911011922
cross_model_stability,cross_model,45,excited,reliability,,,,,,,,,0.9929895860282335,raw,,,True,True,aligned versus misaligned full emotion direction,0.9929895860282335
cross_model_stability,cross_model,46,excited,reliability,,,,,,,,,0.9934167786523665,raw,,,True,True,aligned versus misaligned full emotion direction,0.9934167786523665
cross_model_stability,cross_model,47,excited,reliability,,,,,,,,,0.9920465236449095,raw,,,True,True,aligned versus misaligned full emotion direction,0.9920465236449095
cross_model_stability,cross_model,0,furious,reliability,,,,,,,,,0.9998468598580441,raw,,,True,True,aligned versus misaligned full emotion direction,0.9998468598580441
cross_model_stability,cross_model,1,furious,reliability,,,,,,,,,0.9998402217744372,raw,,,True,True,aligned versus misaligned full emotion direction,0.9998402217744372
cross_model_stability,cross_model,2,furious,reliability,,,,,,,,,0.9997913673000184,raw,,,True,True,aligned versus misaligned full emotion direction,0.9997913673000184
cross_model_stability,cross_model,3,furious,reliability,,,,,,,,,0.9997602963768952,raw,,,True,True,aligned versus misaligned full emotion direction,0.9997602963768952
cross_model_stability,cross_model,4,furious,reliability,,,,,,,,,0.9997319625990297,raw,,,True,True,aligned versus misaligned full emotion direction,0.9997319625990297
cross_model_stability,cross_model,5,furious,reliability,,,,,,,,,0.9994820806286739,raw,,,True,True,aligned versus misaligned full emotion direction,0.9994820806286739
cross_model_stability,cross_model,6,furious,reliability,,,,,,,,,0.9992809874545863,raw,,,True,True,aligned versus misaligned full emotion direction,0.9992809874545863
cross_model_stability,cross_model,7,furious,reliability,,,,,,,,,0.9989304500724614,raw,,,True,True,aligned versus misaligned full emotion direction,0.9989304500724614
cross_model_stability,cross_model,8,furious,reliability,,,,,,,,,0.9983757052456051,raw,,,True,True,aligned versus misaligned full emotion direction,0.9983757052456051
cross_model_stability,cross_model,9,furious,reliability,,,,,,,,,0.9975340525819469,raw,,,True,True,aligned versus misaligned full emotion direction,0.9975340525819469
cross_model_stability,cross_model,10,furious,reliability,,,,,,,,,0.9961330033547277,raw,,,True,True,aligned versus misaligned full emotion direction,0.9961330033547277
cross_model_stability,cross_model,11,furious,reliability,,,,,,,,,0.995841598386648,raw,,,True,True,aligned versus misaligned full emotion direction,0.995841598386648
cross_model_stability,cross_model,12,furious,reliability,,,,,,,,,0.9966174251261521,raw,,,True,True,aligned versus misaligned full emotion direction,0.9966174251261521
cross_model_stability,cross_model,13,furious,reliability,,,,,,,,,0.9974424683420248,raw,,,True,True,aligned versus misaligned full emotion direction,0.9974424683420248
cross_model_stability,cross_model,14,furious,reliability,,,,,,,,,0.9978043495737002,raw,,,True,True,aligned versus misaligned full emotion direction,0.9978043495737002
cross_model_stability,cross_model,15,furious,reliability,,,,,,,,,0.9980682199146874,raw,,,True,True,aligned versus misaligned full emotion direction,0.9980682199146874
cross_model_stability,cross_model,16,furious,reliability,,,,,,,,,0.9979015377373116,raw,,,True,True,aligned versus misaligned full emotion direction,0.9979015377373116
cross_model_stability,cross_model,17,furious,reliability,,,,,,,,,0.998095648965475,raw,,,True,True,aligned versus misaligned full emotion direction,0.998095648965475
cross_model_stability,cross_model,18,furious,reliability,,,,,,,,,0.9981034339736535,raw,,,True,True,aligned versus misaligned full emotion direction,0.9981034339736535
cross_model_stability,cross_model,19,furious,reliability,,,,,,,,,0.9979830813682166,raw,,,True,True,aligned versus misaligned full emotion direction,0.9979830813682166
cross_model_stability,cross_model,20,furious,reliability,,,,,,,,,0.9980405203585063,raw,,,True,True,aligned versus misaligned full emotion direction,0.9980405203585063
cross_model_stability,cross_model,21,furious,reliability,,,,,,,,,0.9978608423310779,raw,,,True,True,aligned versus misaligned full emotion direction,0.9978608423310779
cross_model_stability,cross_model,22,furious,reliability,,,,,,,,,0.9975711066851021,raw,,,True,True,aligned versus misaligned full emotion direction,0.9975711066851021
cross_model_stability,cross_model,23,furious,reliability,,,,,,,,,0.997407260307456,raw,,,True,True,aligned versus misaligned full emotion direction,0.997407260307456
cross_model_stability,cross_model,24,furious,reliability,,,,,,,,,0.9972596680701282,raw,,,True,True,aligned versus misaligned full emotion direction,0.9972596680701282
cross_model_stability,cross_model,25,furious,reliability,,,,,,,,,0.996854785107889,raw,,,True,True,aligned versus misaligned full emotion direction,0.996854785107889
cross_model_stability,cross_model,26,furious,reliability,,,,,,,,,0.9948485201696725,raw,,,True,True,aligned versus misaligned full emotion direction,0.9948485201696725
cross_model_stability,cross_model,27,furious,reliability,,,,,,,,,0.9944107935245078,raw,,,True,True,aligned versus misaligned full emotion direction,0.9944107935245078
cross_model_stability,cross_model,28,furious,reliability,,,,,,,,,0.992033850894451,raw,,,True,True,aligned versus misaligned full emotion direction,0.992033850894451
cross_model_stability,cross_model,29,furious,reliability,,,,,,,,,0.9906069437792359,raw,,,True,True,aligned versus misaligned full emotion direction,0.9906069437792359
cross_model_stability,cross_model,30,furious,reliability,,,,,,,,,0.9892883430903354,raw,,,True,True,aligned versus misaligned full emotion direction,0.9892883430903354
cross_model_stability,cross_model,31,furious,reliability,,,,,,,,,0.9902089227785988,raw,,,True,True,aligned versus misaligned full emotion direction,0.9902089227785988
cross_model_stability,cross_model,32,furious,reliability,,,,,,,,,0.9898682549454282,raw,,,True,True,aligned versus misaligned full emotion direction,0.9898682549454282
cross_model_stability,cross_model,33,furious,reliability,,,,,,,,,0.9899821156616303,raw,,,True,True,aligned versus misaligned full emotion direction,0.9899821156616303
cross_model_stability,cross_model,34,furious,reliability,,,,,,,,,0.9911368842108277,raw,,,True,True,aligned versus misaligned full emotion direction,0.9911368842108277
cross_model_stability,cross_model,35,furious,reliability,,,,,,,,,0.9918122290763532,raw,,,True,True,aligned versus misaligned full emotion direction,0.9918122290763532
cross_model_stability,cross_model,36,furious,reliability,,,,,,,,,0.9899970910705016,raw,,,True,True,aligned versus misaligned full emotion direction,0.9899970910705016
cross_model_stability,cross_model,37,furious,reliability,,,,,,,,,0.9885998682503698,raw,,,True,True,aligned versus misaligned full emotion direction,0.9885998682503698
cross_model_stability,cross_model,38,furious,reliability,,,,,,,,,0.9886604707185291,raw,,,True,True,aligned versus misaligned full emotion direction,0.9886604707185291
cross_model_stability,cross_model,39,furious,reliability,,,,,,,,,0.988362010109821,raw,,,True,True,aligned versus misaligned full emotion direction,0.988362010109821
cross_model_stability,cross_model,40,furious,reliability,,,,,,,,,0.9888575652224391,raw,,,True,True,aligned versus misaligned full emotion direction,0.9888575652224391
cross_model_stability,cross_model,41,furious,reliability,,,,,,,,,0.9886744394308715,raw,,,True,True,aligned versus misaligned full emotion direction,0.9886744394308715
cross_model_stability,cross_model,42,furious,reliability,,,,,,,,,0.9885126837642955,raw,,,True,True,aligned versus misaligned full emotion direction,0.9885126837642955
cross_model_stability,cross_model,43,furious,reliability,,,,,,,,,0.9889209876005788,raw,,,True,True,aligned versus misaligned full emotion direction,0.9889209876005788
cross_model_stability,cross_model,44,furious,reliability,,,,,,,,,0.9894831807205661,raw,,,True,True,aligned versus misaligned full emotion direction,0.9894831807205661
cross_model_stability,cross_model,45,furious,reliability,,,,,,,,,0.9892049524052204,raw,,,True,True,aligned versus misaligned full emotion direction,0.9892049524052204
cross_model_stability,cross_model,46,furious,reliability,,,,,,,,,0.990265760221963,raw,,,True,True,aligned versus misaligned full emotion direction,0.990265760221963
cross_model_stability,cross_model,47,furious,reliability,,,,,,,,,0.9961445667947533,raw,,,True,True,aligned versus misaligned full emotion direction,0.9961445667947533
cross_model_stability,cross_model,0,gloomy,reliability,,,,,,,,,0.9998577459811534,raw,,,True,True,aligned versus misaligned full emotion direction,0.9998577459811534
cross_model_stability,cross_model,1,gloomy,reliability,,,,,,,,,0.9998070997752433,raw,,,True,True,aligned versus misaligned full emotion direction,0.9998070997752433
cross_model_stability,cross_model,2,gloomy,reliability,,,,,,,,,0.9997254787600224,raw,,,True,True,aligned versus misaligned full emotion direction,0.9997254787600224
cross_model_stability,cross_model,3,gloomy,reliability,,,,,,,,,0.9996610609309295,raw,,,True,True,aligned versus misaligned full emotion direction,0.9996610609309295
cross_model_stability,cross_model,4,gloomy,reliability,,,,,,,,,0.9995636736517161,raw,,,True,True,aligned versus misaligned full emotion direction,0.9995636736517161
cross_model_stability,cross_model,5,gloomy,reliability,,,,,,,,,0.9992233508522911,raw,,,True,True,aligned versus misaligned full emotion direction,0.9992233508522911
cross_model_stability,cross_model,6,gloomy,reliability,,,,,,,,,0.9985311253348018,raw,,,True,True,aligned versus misaligned full emotion direction,0.9985311253348018
cross_model_stability,cross_model,7,gloomy,reliability,,,,,,,,,0.998328974187406,raw,,,True,True,aligned versus misaligned full emotion direction,0.998328974187406
cross_model_stability,cross_model,8,gloomy,reliability,,,,,,,,,0.9978471351654966,raw,,,True,True,aligned versus misaligned full emotion direction,0.9978471351654966
cross_model_stability,cross_model,9,gloomy,reliability,,,,,,,,,0.9978757051817593,raw,,,True,True,aligned versus misaligned full emotion direction,0.9978757051817593
cross_model_stability,cross_model,10,gloomy,reliability,,,,,,,,,0.9972653579325496,raw,,,True,True,aligned versus misaligned full emotion direction,0.9972653579325496
cross_model_stability,cross_model,11,gloomy,reliability,,,,,,,,,0.9975206085298998,raw,,,True,True,aligned versus misaligned full emotion direction,0.9975206085298998
cross_model_stability,cross_model,12,gloomy,reliability,,,,,,,,,0.9976488217710767,raw,,,True,True,aligned versus misaligned full emotion direction,0.9976488217710767
cross_model_stability,cross_model,13,gloomy,reliability,,,,,,,,,0.9976978301949211,raw,,,True,True,aligned versus misaligned full emotion direction,0.9976978301949211
cross_model_stability,cross_model,14,gloomy,reliability,,,,,,,,,0.9977774265383043,raw,,,True,True,aligned versus misaligned full emotion direction,0.9977774265383043
cross_model_stability,cross_model,15,gloomy,reliability,,,,,,,,,0.9978703453401182,raw,,,True,True,aligned versus misaligned full emotion direction,0.9978703453401182
cross_model_stability,cross_model,16,gloomy,reliability,,,,,,,,,0.9977134823799443,raw,,,True,True,aligned versus misaligned full emotion direction,0.9977134823799443
cross_model_stability,cross_model,17,gloomy,reliability,,,,,,,,,0.9979695746728378,raw,,,True,True,aligned versus misaligned full emotion direction,0.9979695746728378
cross_model_stability,cross_model,18,gloomy,reliability,,,,,,,,,0.9978318433844389,raw,,,True,True,aligned versus misaligned full emotion direction,0.9978318433844389
cross_model_stability,cross_model,19,gloomy,reliability,,,,,,,,,0.9973477845955336,raw,,,True,True,aligned versus misaligned full emotion direction,0.9973477845955336
cross_model_stability,cross_model,20,gloomy,reliability,,,,,,,,,0.9973542360062528,raw,,,True,True,aligned versus misaligned full emotion direction,0.9973542360062528
cross_model_stability,cross_model,21,gloomy,reliability,,,,,,,,,0.9972952587572188,raw,,,True,True,aligned versus misaligned full emotion direction,0.9972952587572188
cross_model_stability,cross_model,22,gloomy,reliability,,,,,,,,,0.9968430987532546,raw,,,True,True,aligned versus misaligned full emotion direction,0.9968430987532546
cross_model_stability,cross_model,23,gloomy,reliability,,,,,,,,,0.9960751245936859,raw,,,True,True,aligned versus misaligned full emotion direction,0.9960751245936859
cross_model_stability,cross_model,24,gloomy,reliability,,,,,,,,,0.9942814462821752,raw,,,True,True,aligned versus misaligned full emotion direction,0.9942814462821752
cross_model_stability,cross_model,25,gloomy,reliability,,,,,,,,,0.9938823797139126,raw,,,True,True,aligned versus misaligned full emotion direction,0.9938823797139126
cross_model_stability,cross_model,26,gloomy,reliability,,,,,,,,,0.991653078316197,raw,,,True,True,aligned versus misaligned full emotion direction,0.991653078316197
cross_model_stability,cross_model,27,gloomy,reliability,,,,,,,,,0.9916565641729365,raw,,,True,True,aligned versus misaligned full emotion direction,0.9916565641729365
cross_model_stability,cross_model,28,gloomy,reliability,,,,,,,,,0.9934113142893389,raw,,,True,True,aligned versus misaligned full emotion direction,0.9934113142893389
cross_model_stability,cross_model,29,gloomy,reliability,,,,,,,,,0.9942765700932085,raw,,,True,True,aligned versus misaligned full emotion direction,0.9942765700932085
cross_model_stability,cross_model,30,gloomy,reliability,,,,,,,,,0.9944235121342014,raw,,,True,True,aligned versus misaligned full emotion direction,0.9944235121342014
cross_model_stability,cross_model,31,gloomy,reliability,,,,,,,,,0.9953706895860394,raw,,,True,True,aligned versus misaligned full emotion direction,0.9953706895860394
cross_model_stability,cross_model,32,gloomy,reliability,,,,,,,,,0.995415344770888,raw,,,True,True,aligned versus misaligned full emotion direction,0.995415344770888
cross_model_stability,cross_model,33,gloomy,reliability,,,,,,,,,0.9960284535361393,raw,,,True,True,aligned versus misaligned full emotion direction,0.9960284535361393
cross_model_stability,cross_model,34,gloomy,reliability,,,,,,,,,0.9962930057591456,raw,,,True,True,aligned versus misaligned full emotion direction,0.9962930057591456
